Year,Node,C,K,S,A,Vi,B_Archive_Craft,B_Archive_Flow,B_Archive_Hands,B_Archive_Helm,B_Archive_Lore,B_Archive_Shield,B_Archive_Stewards,B_Craft_Flow,B_Craft_Hands,B_Craft_Helm,B_Craft_Lore,B_Craft_Shield,B_Craft_Stewards,B_Flow_Hands,B_Flow_Helm,B_Flow_Lore,B_Flow_Shield,B_Flow_Stewards,B_Hands_Helm,B_Hands_Lore,B_Hands_Shield,B_Hands_Stewards,B_Helm_Lore,B_Helm_Shield,B_Helm_Stewards,B_Lore_Shield,B_Lore_Stewards,B_Shield_Stewards
1901,Archive,9.4506,9.8194,1.9168,9.8749,22.2906,0.9357,0.9558,0.7973,0.8554,0.9139,0.9394,0.9363,0.9448,0.7881,0.8456,0.9034,0.9287,0.9256,0.8050,0.8637,0.9228,0.9486,0.9454,0.7205,0.7698,0.7913,0.7886,0.8259,0.8490,0.8461,0.9070,0.9040,0.9292
1901,Craft,8.4031,10.0000,1.6861,9.7675,21.6008,0.9357,0.9558,0.7973,0.8554,0.9139,0.9394,0.9363,0.9448,0.7881,0.8456,0.9034,0.9287,0.9256,0.8050,0.8637,0.9228,0.9486,0.9454,0.7205,0.7698,0.7913,0.7886,0.8259,0.8490,0.8461,0.9070,0.9040,0.9292
1901,Flow,9.9913,10.0000,2.0787,9.9399,22.8825,0.9357,0.9558,0.7973,0.8554,0.9139,0.9394,0.9363,0.9448,0.7881,0.8456,0.9034,0.9287,0.9256,0.8050,0.8637,0.9228,0.9486,0.9454,0.7205,0.7698,0.7913,0.7886,0.8259,0.8490,0.8461,0.9070,0.9040,0.9292
1901,Hands,5.8253,7.8241,3.8743,7.4272,13.4887,0.9357,0.9558,0.7973,0.8554,0.9139,0.9394,0.9363,0.9448,0.7881,0.8456,0.9034,0.9287,0.9256,0.8050,0.8637,0.9228,0.9486,0.9454,0.7205,0.7698,0.7913,0.7886,0.8259,0.8490,0.8461,0.9070,0.9040,0.9292
1901,Helm,8.5558,7.9175,4.0807,8.6894,16.7372,0.9357,0.9558,0.7973,0.8554,0.9139,0.9394,0.9363,0.9448,0.7881,0.8456,0.9034,0.9287,0.9256,0.8050,0.8637,0.9228,0.9486,0.9454,0.7205,0.7698,0.7913,0.7886,0.8259,0.8490,0.8461,0.9070,0.9040,0.9292
1901,Lore,8.1792,10.0000,2.9433,10.0000,20.2359,0.9357,0.9558,0.7973,0.8554,0.9139,0.9394,0.9363,0.9448,0.7881,0.8456,0.9034,0.9287,0.9256,0.8050,0.8637,0.9228,0.9486,0.9454,0.7205,0.7698,0.7913,0.7886,0.8259,0.8490,0.8461,0.9070,0.9040,0.9292
1901,Shield,10.0000,9.9037,3.0683,10.0000,21.8353,0.9357,0.9558,0.7973,0.8554,0.9139,0.9394,0.9363,0.9448,0.7881,0.8456,0.9034,0.9287,0.9256,0.8050,0.8637,0.9228,0.9486,0.9454,0.7205,0.7698,0.7913,0.7886,0.8259,0.8490,0.8461,0.9070,0.9040,0.9292
1901,Stewards,9.0039,9.8748,2.2136,9.9437,21.6369,0.9357,0.9558,0.7973,0.8554,0.9139,0.9394,0.9363,0.9448,0.7881,0.8456,0.9034,0.9287,0.9256,0.8050,0.8637,0.9228,0.9486,0.9454,0.7205,0.7698,0.7913,0.7886,0.8259,0.8490,0.8461,0.9070,0.9040,0.9292
1901,Archive,10.0000,10.0000,1.6314,10.0000,23.3686,0.9597,0.9647,0.8147,0.7857,0.9666,0.9544,0.9673,0.9445,0.7977,0.7692,0.9463,0.9344,0.9470,0.8018,0.7731,0.9512,0.9392,0.9519,0.6530,0.8033,0.7932,0.8039,0.7747,0.7649,0.7753,0.9410,0.9538,0.9417
1901,Craft,9.1307,9.8786,1.9411,10.0000,22.0682,0.9597,0.9647,0.8147,0.7857,0.9666,0.9544,0.9673,0.9445,0.7977,0.7692,0.9463,0.9344,0.9470,0.8018,0.7731,0.9512,0.9392,0.9519,0.6530,0.8033,0.7932,0.8039,0.7747,0.7649,0.7753,0.9410,0.9538,0.9417
1901,Flow,9.5837,10.0000,2.0623,9.7135,22.3781,0.9597,0.9647,0.8147,0.7857,0.9666,0.9544,0.9673,0.9445,0.7977,0.7692,0.9463,0.9344,0.9470,0.8018,0.7731,0.9512,0.9392,0.9519,0.6530,0.8033,0.7932,0.8039,0.7747,0.7649,0.7753,0.9410,0.9538,0.9417
1901,Hands,5.8352,8.2070,3.8218,6.8957,13.6683,0.9597,0.9647,0.8147,0.7857,0.9666,0.9544,0.9673,0.9445,0.7977,0.7692,0.9463,0.9344,0.9470,0.8018,0.7731,0.9512,0.9392,0.9519,0.6530,0.8033,0.7932,0.8039,0.7747,0.7649,0.7753,0.9410,0.9538,0.9417
1901,Helm,6.1942,7.7853,5.5669,7.4738,12.1495,0.9597,0.9647,0.8147,0.7857,0.9666,0.9544,0.9673,0.9445,0.7977,0.7692,0.9463,0.9344,0.9470,0.8018,0.7731,0.9512,0.9392,0.9519,0.6530,0.8033,0.7932,0.8039,0.7747,0.7649,0.7753,0.9410,0.9538,0.9417
1901,Lore,9.0412,10.0000,1.5428,10.0000,22.4984,0.9597,0.9647,0.8147,0.7857,0.9666,0.9544,0.9673,0.9445,0.7977,0.7692,0.9463,0.9344,0.9470,0.8018,0.7731,0.9512,0.9392,0.9519,0.6530,0.8033,0.7932,0.8039,0.7747,0.7649,0.7753,0.9410,0.9538,0.9417
1901,Shield,9.6622,10.0000,2.9298,10.0000,21.7325,0.9597,0.9647,0.8147,0.7857,0.9666,0.9544,0.9673,0.9445,0.7977,0.7692,0.9463,0.9344,0.9470,0.8018,0.7731,0.9512,0.9392,0.9519,0.6530,0.8033,0.7932,0.8039,0.7747,0.7649,0.7753,0.9410,0.9538,0.9417
1901,Stewards,9.5792,10.0000,2.0351,10.0000,22.5441,0.9597,0.9647,0.8147,0.7857,0.9666,0.9544,0.9673,0.9445,0.7977,0.7692,0.9463,0.9344,0.9470,0.8018,0.7731,0.9512,0.9392,0.9519,0.6530,0.8033,0.7932,0.8039,0.7747,0.7649,0.7753,0.9410,0.9538,0.9417
1901,Archive,9.8346,9.8683,1.9948,9.5704,22.4933,0.9265,0.9655,0.7879,0.8060,0.9361,0.9469,0.9419,0.9388,0.7661,0.7836,0.9102,0.9206,0.9158,0.7984,0.8166,0.9485,0.9594,0.9544,0.6664,0.7741,0.7829,0.7788,0.7918,0.8009,0.7966,0.9302,0.9253,0.9359
1901,Craft,8.2005,10.0000,2.1938,9.6410,20.8273,0.9265,0.9655,0.7879,0.8060,0.9361,0.9469,0.9419,0.9388,0.7661,0.7836,0.9102,0.9206,0.9158,0.7984,0.8166,0.9485,0.9594,0.9544,0.6664,0.7741,0.7829,0.7788,0.7918,0.8009,0.7966,0.9302,0.9253,0.9359
1901,Flow,9.8612,9.9933,1.5485,10.0000,23.3061,0.9265,0.9655,0.7879,0.8060,0.9361,0.9469,0.9419,0.9388,0.7661,0.7836,0.9102,0.9206,0.9158,0.7984,0.8166,0.9485,0.9594,0.9544,0.6664,0.7741,0.7829,0.7788,0.7918,0.8009,0.7966,0.9302,0.9253,0.9359
1901,Hands,5.9635,7.9729,4.3229,6.4714,12.8492,0.9265,0.9655,0.7879,0.8060,0.9361,0.9469,0.9419,0.9388,0.7661,0.7836,0.9102,0.9206,0.9158,0.7984,0.8166,0.9485,0.9594,0.9544,0.6664,0.7741,0.7829,0.7788,0.7918,0.8009,0.7966,0.9302,0.9253,0.9359
1901,Helm,6.6022,8.4143,5.2782,8.1511,13.8139,0.9265,0.9655,0.7879,0.8060,0.9361,0.9469,0.9419,0.9388,0.7661,0.7836,0.9102,0.9206,0.9158,0.7984,0.8166,0.9485,0.9594,0.9544,0.6664,0.7741,0.7829,0.7788,0.7918,0.8009,0.7966,0.9302,0.9253,0.9359
1901,Lore,8.6326,10.0000,2.2047,10.0000,21.4280,0.9265,0.9655,0.7879,0.8060,0.9361,0.9469,0.9419,0.9388,0.7661,0.7836,0.9102,0.9206,0.9158,0.7984,0.8166,0.9485,0.9594,0.9544,0.6664,0.7741,0.7829,0.7788,0.7918,0.8009,0.7966,0.9302,0.9253,0.9359
1901,Shield,10.0000,10.0000,2.8682,9.9516,22.1077,0.9265,0.9655,0.7879,0.8060,0.9361,0.9469,0.9419,0.9388,0.7661,0.7836,0.9102,0.9206,0.9158,0.7984,0.8166,0.9485,0.9594,0.9544,0.6664,0.7741,0.7829,0.7788,0.7918,0.8009,0.7966,0.9302,0.9253,0.9359
1901,Stewards,9.1319,9.5624,1.9028,10.0000,21.7915,0.9265,0.9655,0.7879,0.8060,0.9361,0.9469,0.9419,0.9388,0.7661,0.7836,0.9102,0.9206,0.9158,0.7984,0.8166,0.9485,0.9594,0.9544,0.6664,0.7741,0.7829,0.7788,0.7918,0.8009,0.7966,0.9302,0.9253,0.9359
1903,Archive,10.0000,10.0000,2.1266,9.6208,22.6838,0.9484,0.9625,0.8044,0.8033,0.9494,0.9287,0.9390,0.9520,0.7956,0.7945,0.9391,0.9186,0.9287,0.8074,0.8063,0.9530,0.9322,0.9425,0.6739,0.7965,0.7791,0.7877,0.7954,0.7780,0.7866,0.9196,0.9297,0.9094
1903,Craft,8.9511,10.0000,1.9316,10.0000,22.0195,0.9484,0.9625,0.8044,0.8033,0.9494,0.9287,0.9390,0.9520,0.7956,0.7945,0.9391,0.9186,0.9287,0.8074,0.8063,0.9530,0.9322,0.9425,0.6739,0.7965,0.7791,0.7877,0.7954,0.7780,0.7866,0.9196,0.9297,0.9094
1903,Flow,9.7992,10.0000,1.8505,9.9360,22.9167,0.9484,0.9625,0.8044,0.8033,0.9494,0.9287,0.9390,0.9520,0.7956,0.7945,0.9391,0.9186,0.9287,0.8074,0.8063,0.9530,0.9322,0.9425,0.6739,0.7965,0.7791,0.7877,0.7954,0.7780,0.7866,0.9196,0.9297,0.9094
1903,Hands,6.2979,8.1735,4.2920,6.8262,13.5925,0.9484,0.9625,0.8044,0.8033,0.9494,0.9287,0.9390,0.9520,0.7956,0.7945,0.9391,0.9186,0.9287,0.8074,0.8063,0.9530,0.9322,0.9425,0.6739,0.7965,0.7791,0.7877,0.7954,0.7780,0.7866,0.9196,0.9297,0.9094
1903,Helm,5.7460,8.5130,4.9325,8.4156,13.5344,0.9484,0.9625,0.8044,0.8033,0.9494,0.9287,0.9390,0.9520,0.7956,0.7945,0.9391,0.9186,0.9287,0.8074,0.8063,0.9530,0.9322,0.9425,0.6739,0.7965,0.7791,0.7877,0.7954,0.7780,0.7866,0.9196,0.9297,0.9094
1903,Lore,9.1645,10.0000,1.8193,9.4747,22.0826,0.9484,0.9625,0.8044,0.8033,0.9494,0.9287,0.9390,0.9520,0.7956,0.7945,0.9391,0.9186,0.9287,0.8074,0.8063,0.9530,0.9322,0.9425,0.6739,0.7965,0.7791,0.7877,0.7954,0.7780,0.7866,0.9196,0.9297,0.9094
1903,Shield,9.2362,9.9524,3.4049,10.0000,20.7837,0.9484,0.9625,0.8044,0.8033,0.9494,0.9287,0.9390,0.9520,0.7956,0.7945,0.9391,0.9186,0.9287,0.8074,0.8063,0.9530,0.9322,0.9425,0.6739,0.7965,0.7791,0.7877,0.7954,0.7780,0.7866,0.9196,0.9297,0.9094
1903,Stewards,8.8331,9.7586,2.1683,10.0000,21.4234,0.9484,0.9625,0.8044,0.8033,0.9494,0.9287,0.9390,0.9520,0.7956,0.7945,0.9391,0.9186,0.9287,0.8074,0.8063,0.9530,0.9322,0.9425,0.6739,0.7965,0.7791,0.7877,0.7954,0.7780,0.7866,0.9196,0.9297,0.9094
1904,Archive,10.0000,10.0000,2.1636,9.8286,22.7507,0.9408,0.9427,0.8037,0.7734,0.9302,0.9121,0.9410,0.9229,0.7868,0.7571,0.9107,0.8929,0.9213,0.7884,0.7587,0.9125,0.8947,0.9231,0.6468,0.7780,0.7628,0.7870,0.7486,0.7340,0.7573,0.8829,0.9109,0.8932
1904,Craft,8.4762,9.9974,2.0011,10.0000,21.4725,0.9408,0.9427,0.8037,0.7734,0.9302,0.9121,0.9410,0.9229,0.7868,0.7571,0.9107,0.8929,0.9213,0.7884,0.7587,0.9125,0.8947,0.9231,0.6468,0.7780,0.7628,0.7870,0.7486,0.7340,0.7573,0.8829,0.9109,0.8932
1904,Flow,9.9167,10.0000,3.3246,10.0000,21.5921,0.9408,0.9427,0.8037,0.7734,0.9302,0.9121,0.9410,0.9229,0.7868,0.7571,0.9107,0.8929,0.9213,0.7884,0.7587,0.9125,0.8947,0.9231,0.6468,0.7780,0.7628,0.7870,0.7486,0.7340,0.7573,0.8829,0.9109,0.8932
1904,Hands,6.8634,7.7889,4.5439,6.8024,13.5095,0.9408,0.9427,0.8037,0.7734,0.9302,0.9121,0.9410,0.9229,0.7868,0.7571,0.9107,0.8929,0.9213,0.7884,0.7587,0.9125,0.8947,0.9231,0.6468,0.7780,0.7628,0.7870,0.7486,0.7340,0.7573,0.8829,0.9109,0.8932
1904,Helm,5.8272,7.8517,5.8306,8.1364,11.9166,0.9408,0.9427,0.8037,0.7734,0.9302,0.9121,0.9410,0.9229,0.7868,0.7571,0.9107,0.8929,0.9213,0.7884,0.7587,0.9125,0.8947,0.9231,0.6468,0.7780,0.7628,0.7870,0.7486,0.7340,0.7573,0.8829,0.9109,0.8932
1904,Lore,8.8113,10.0000,2.9975,10.0000,20.8138,0.9408,0.9427,0.8037,0.7734,0.9302,0.9121,0.9410,0.9229,0.7868,0.7571,0.9107,0.8929,0.9213,0.7884,0.7587,0.9125,0.8947,0.9231,0.6468,0.7780,0.7628,0.7870,0.7486,0.7340,0.7573,0.8829,0.9109,0.8932
1904,Shield,9.6596,10.0000,4.9584,10.0000,19.7012,0.9408,0.9427,0.8037,0.7734,0.9302,0.9121,0.9410,0.9229,0.7868,0.7571,0.9107,0.8929,0.9213,0.7884,0.7587,0.9125,0.8947,0.9231,0.6468,0.7780,0.7628,0.7870,0.7486,0.7340,0.7573,0.8829,0.9109,0.8932
1904,Stewards,9.1481,10.0000,2.6590,10.0000,21.4892,0.9408,0.9427,0.8037,0.7734,0.9302,0.9121,0.9410,0.9229,0.7868,0.7571,0.9107,0.8929,0.9213,0.7884,0.7587,0.9125,0.8947,0.9231,0.6468,0.7780,0.7628,0.7870,0.7486,0.7340,0.7573,0.8829,0.9109,0.8932
1905,Archive,10.0000,9.9813,2.2109,9.5880,22.5644,0.9494,0.9225,0.7883,0.7529,0.9446,0.8817,0.9317,0.9169,0.7835,0.7484,0.9390,0.8764,0.9261,0.7613,0.7272,0.9124,0.8516,0.8998,0.6214,0.7796,0.7277,0.7689,0.7446,0.6950,0.7344,0.8720,0.9215,0.8600
