Society,Year,Node,Coherence,Capacity,Stress,Abstraction
Saudi Arabia,1900,Archive,4.0,3.0,5.0,5.0
Saudi Arabia,1900,Craft,3.0,3.0,5.0,4.0
Saudi Arabia,1900,Flow,3.0,4.0,6.0,4.0
Saudi Arabia,1900,Hands,5.0,5.0,5.0,3.0
Saudi Arabia,1900,Helm,3.0,3.0,7.0,4.0
Saudi Arabia,1900,Lore,7.0,6.0,4.0,6.0
Saudi Arabia,1900,Shield,4.0,4.0,6.0,4.0
Saudi Arabia,1900,Stewards,3.0,3.0,6.0,4.0
Saudi Arabia,1901,Archive,4.0,3.0,5.0,5.0
Saudi Arabia,1901,Craft,3.0,3.0,5.0,4.0
Saudi Arabia,1901,Flow,3.0,4.0,6.0,4.0
Saudi Arabia,1901,Hands,5.0,5.0,5.0,3.0
Saudi Arabia,1901,Helm,3.0,3.0,7.0,4.0
Saudi Arabia,1901,Lore,7.0,6.0,4.0,6.0
Saudi Arabia,1901,Shield,4.0,4.0,6.0,4.0
Saudi Arabia,1901,Stewards,3.0,3.0,6.0,4.0
Saudi Arabia,1902,Archive,4.0,3.0,5.0,5.0
Saudi Arabia,1902,Craft,3.0,3.0,5.0,4.0
Saudi Arabia,1902,Flow,3.0,4.0,6.0,4.0
Saudi Arabia,1902,Hands,5.0,5.0,5.0,3.0
Saudi Arabia,1902,Helm,4.0,4.0,7.0,4.0
Saudi Arabia,1902,Lore,7.0,6.0,4.0,6.0
Saudi Arabia,1902,Shield,5.0,4.0,6.0,4.0
Saudi Arabia,1902,Stewards,3.0,3.0,6.0,4.0
Saudi Arabia,1903,Archive,4.0,3.0,5.0,5.0
Saudi Arabia,1903,Craft,3.0,3.0,5.0,4.0
Saudi Arabia,1903,Flow,3.0,4.0,6.0,4.0
Saudi Arabia,1903,Hands,5.0,5.0,5.0,3.0
Saudi Arabia,1903,Helm,4.0,5.0,7.0,4.0
Saudi Arabia,1903,Lore,7.0,6.0,4.0,6.0
Saudi Arabia,1903,Shield,5.0,5.0,6.0,4.0
Saudi Arabia,1903,Stewards,3.0,3.0,6.0,4.0
Saudi Arabia,1904,Archive,4.0,3.0,6.0,5.0
Saudi Arabia,1904,Craft,3.0,3.0,6.0,4.0
Saudi Arabia,1904,Flow,3.0,4.0,6.0,4.0
Saudi Arabia,1904,Hands,5.0,5.0,6.0,3.0
Saudi Arabia,1904,Helm,5.0,5.0,8.0,4.0
