Society,Year,Node,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max
Nigeria,1960,Helm,0.45,1.0,0.45,1.14,4.0,7.5,11.5
Nigeria,1960,Shield,0.71,1.67,0.84,0.55,7.5,5.0,12.5
Nigeria,1960,Lore,0.71,0.55,1.22,1.0,3.0,7.5,10.5
Nigeria,1960,Stewards,0.89,1.1,1.34,0.55,5.0,3.0,8.0
Nigeria,1960,Craft,0.55,1.48,0.71,1.67,5.0,3.5,8.5
Nigeria,1960,Hands,0.55,1.3,0.84,1.48,5.0,2.5,7.5
Nigeria,1960,Archive,0.71,2.07,1.14,0.89,5.5,0.5,6.0
Nigeria,1960,Flow,1.1,1.1,1.92,1.0,7.0,4.5,11.5
Nigeria,1961,Helm,0.71,0.84,0.89,0.0,4.0,4.5,8.5
Nigeria,1961,Shield,0.45,0.89,0.45,0.45,2.0,6.0,8.0
Nigeria,1961,Lore,0.45,0.84,0.55,0.71,3.0,9.0,12.0
Nigeria,1961,Stewards,0.45,0.45,0.84,0.55,3.5,4.0,7.5
Nigeria,1961,Craft,0.71,0.0,0.84,0.55,2.5,7.0,9.5
Nigeria,1961,Hands,0.45,1.14,0.45,0.55,2.5,5.5,8.0
Nigeria,1961,Archive,0.55,0.45,0.89,0.0,3.0,4.0,7.0
Nigeria,1961,Flow,0.55,0.55,0.89,0.84,2.5,6.5,9.0
Nigeria,1962,Helm,0.45,0.84,0.84,0.84,4.5,5.0,9.5
Nigeria,1962,Shield,0.45,0.55,0.45,0.55,1.5,5.0,6.5
Nigeria,1962,Lore,0.84,0.55,0.55,0.45,2.0,8.0,10.0
Nigeria,1962,Stewards,0.45,0.71,0.55,0.45,3.0,3.0,6.0
Nigeria,1962,Craft,0.71,0.55,0.84,0.55,2.5,7.0,9.5
Nigeria,1962,Hands,0.55,0.84,0.84,0.45,3.0,5.5,8.5
Nigeria,1962,Archive,0.45,0.84,0.55,0.45,1.0,4.0,5.0
Nigeria,1962,Flow,0.45,0.45,0.55,0.71,2.5,8.0,10.5
Nigeria,1963,Helm,0.84,0.55,0.55,0.84,2.5,6.5,9.0
Nigeria,1963,Shield,0.84,0.84,0.55,0.55,4.5,5.0,9.5
Nigeria,1963,Lore,0.45,0.55,0.84,0.45,2.5,8.0,10.5
Nigeria,1963,Stewards,0.55,0.55,0.45,0.45,3.0,4.0,7.0
Nigeria,1963,Craft,0.71,0.55,0.71,0.84,3.5,7.5,11.0
Nigeria,1963,Hands,0.55,0.45,0.55,0.71,3.5,3.5,7.0
Nigeria,1963,Archive,0.45,0.55,0.84,0.45,2.0,5.0,7.0
Nigeria,1963,Flow,0.89,0.71,0.89,0.71,5.0,6.0,11.0
Nigeria,1964,Helm,0.55,0.55,0.55,0.45,3.0,6.5,9.5
Nigeria,1964,Shield,0.55,0.0,0.0,0.55,1.5,5.5,7.0
Nigeria,1964,Lore,0.84,1.0,0.55,1.22,4.0,6.5,10.5
Nigeria,1964,Stewards,0.55,0.55,0.55,0.55,2.5,4.0,6.5
Nigeria,1964,Craft,0.55,0.71,0.84,0.45,3.0,5.5,8.5
Nigeria,1964,Hands,0.55,0.84,0.45,0.84,2.0,5.0,7.0
Nigeria,1964,Archive,0.71,0.71,0.45,0.84,3.0,3.0,6.0
Nigeria,1964,Flow,0.84,0.71,0.55,0.45,3.0,6.0,9.0
Nigeria,1965,Helm,0.84,0.84,0.0,0.71,3.0,5.5,8.5
Nigeria,1965,Shield,0.71,0.71,0.55,0.71,2.0,5.5,7.5
Nigeria,1965,Lore,0.84,0.55,0.55,0.89,3.5,6.5,10.0
Nigeria,1965,Stewards,1.52,0.45,0.89,0.84,4.5,2.5,7.0
Nigeria,1965,Craft,0.55,0.55,0.45,0.45,1.0,7.5,8.5
Nigeria,1965,Hands,0.84,0.55,1.0,0.55,2.0,6.0,8.0
Nigeria,1965,Archive,0.55,0.71,0.55,0.71,3.0,4.0,7.0
Nigeria,1965,Flow,0.45,0.55,0.55,0.0,1.0,6.0,7.0
Nigeria,1966,Helm,0.89,0.84,0.89,1.22,4.5,-5.5,-1.0
Nigeria,1966,Shield,1.22,0.84,0.45,0.89,6.0,-3.5,2.5
Nigeria,1966,Lore,1.1,0.89,0.89,0.55,5.5,-3.0,2.5
Nigeria,1966,Stewards,0.45,0.45,1.3,1.14,4.5,-3.5,1.0
Nigeria,1966,Craft,0.84,0.55,1.41,0.71,4.5,-5.5,-1.0
Nigeria,1966,Hands,0.84,1.14,0.84,0.71,5.5,-6.0,-0.5
Nigeria,1966,Archive,1.0,1.3,1.14,0.45,6.0,-5.0,1.0
Nigeria,1966,Flow,1.0,1.0,0.84,1.1,5.5,-5.5,0.0
