Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node value,Bond strength
Iran,1900.0,Executive,4.0,5.0,-2.0,3.0,11.5,
Iran,1900.0,Army,5.0,4.0,-3.0,2.0,12,
Iran,1900.0,Priests,7.0,6.0,-4.0,4.0,17,
Iran,1900.0,Property,6.0,7.0,-1.0,5.0,17.5,
Iran,1900.0,Trades/Professions,5.0,6.0,-2.0,4.0,15,
Iran,1900.0,Proletariat,3.0,4.0,2.0,1.0,6.5,
Iran,1900.0,StateMemory,6.0,5.0,-3.0,3.0,14.5,
Iran,1900.0,Shopkeepers/Merchants,4.0,5.0,-1.0,2.0,11,
Iran,1901.0,Executive,4.0,5.0,-2.0,3.0,11.5,
Iran,1901.0,Army,5.0,4.0,-3.0,2.0,12,
Iran,1901.0,Priests,7.0,6.0,-4.0,4.0,17,
Iran,1901.0,Property,6.0,7.0,-1.0,5.0,17.5,
Iran,1901.0,Trades/Professions,5.0,6.0,-2.0,4.0,15,
Iran,1901.0,Proletariat,3.0,4.0,2.0,1.0,6.5,
Iran,1901.0,StateMemory,6.0,5.0,-3.0,3.0,14.5,
Iran,1901.0,Shopkeepers/Merchants,4.0,5.0,-1.0,2.0,11,
Iran,1902.0,Executive,4.0,5.0,-2.0,3.0,11.5,
Iran,1902.0,Army,5.0,4.0,-3.0,2.0,12,
Iran,1902.0,Priests,7.0,6.0,-4.0,4.0,17,
Iran,1902.0,Property,6.0,7.0,-1.0,5.0,17.5,
Iran,1902.0,Trades/Professions,5.0,6.0,-2.0,4.0,15,
Iran,1902.0,Proletariat,3.0,4.0,2.0,1.0,6.5,
Iran,1902.0,StateMemory,6.0,5.0,-3.0,3.0,14.5,
Iran,1902.0,Shopkeepers/Merchants,4.0,5.0,-1.0,2.0,11,
Iran,1903.0,Executive,4.0,5.0,-2.0,3.0,11.5,
Iran,1903.0,Army,5.0,4.0,-3.0,2.0,12,
Iran,1903.0,Priests,7.0,6.0,-4.0,4.0,17,
