Society,Year,Node,Coherence,Capacity,Stress,Abstraction
USA,1900,Helm,6.0,6.0,3.0,5.0
USA,1900,Shield,5.0,5.0,2.0,4.0
USA,1900,Lore,6.0,6.0,3.0,6.0
USA,1900,Stewards,7.0,7.0,3.0,6.0
USA,1900,Craft,6.0,6.0,3.0,5.0
USA,1900,Hands,5.0,4.8,4.0,3.8
USA,1900,Archive,5.8,5.0,2.8,5.0
USA,1900,Flow,7.0,7.0,3.0,6.0
USA,1901,Helm,6.0,6.0,3.0,5.0
USA,1901,Shield,5.0,5.0,2.0,4.0
USA,1901,Lore,6.0,6.0,3.0,6.0
USA,1901,Stewards,7.0,7.0,3.0,6.0
USA,1901,Craft,6.0,6.0,3.0,5.0
USA,1901,Hands,5.0,4.8,4.0,3.8
USA,1901,Archive,5.8,5.0,2.8,5.0
USA,1901,Flow,7.0,7.0,3.0,6.0
USA,1902,Helm,6.0,6.0,3.0,5.0
USA,1902,Shield,5.0,5.0,2.0,4.0
USA,1902,Lore,6.0,6.0,3.0,6.0
USA,1902,Stewards,7.0,7.0,3.0,6.0
USA,1902,Craft,6.0,6.0,3.0,5.0
USA,1902,Hands,5.0,4.8,4.0,3.8
USA,1902,Archive,5.8,5.0,2.8,5.0
USA,1902,Flow,7.0,7.0,3.0,6.0
USA,1903,Helm,6.0,6.0,3.0,5.0
USA,1903,Shield,5.0,5.0,2.0,4.0
USA,1903,Lore,6.0,6.0,3.0,6.0
USA,1903,Stewards,7.0,7.0,3.0,6.0
USA,1903,Craft,6.0,6.0,3.0,5.0
USA,1903,Hands,5.0,4.8,4.0,3.8
USA,1903,Archive,5.8,5.0,2.8,5.0
USA,1903,Flow,7.0,7.0,3.0,6.0
USA,1904,Helm,6.0,6.0,3.0,5.0
USA,1904,Shield,5.0,5.0,2.0,4.0
USA,1904,Lore,6.0,6.0,3.0,6.0
USA,1904,Stewards,7.0,7.0,3.0,6.0
USA,1904,Craft,6.0,6.0,3.0,5.0
USA,1904,Hands,5.0,4.8,4.0,3.8
USA,1904,Archive,5.8,5.0,2.8,5.0
USA,1904,Flow,7.0,7.0,3.0,6.0
USA,1905,Helm,6.0,6.0,3.0,5.0
USA,1905,Shield,5.0,5.0,2.0,4.0
USA,1905,Lore,6.0,6.0,3.0,6.0
USA,1905,Stewards,7.0,7.0,3.0,6.0
USA,1905,Craft,6.0,6.0,3.0,5.0
USA,1905,Hands,5.0,4.8,4.0,3.8
USA,1905,Archive,5.8,5.0,2.8,5.0
USA,1905,Flow,7.0,7.0,3.0,6.0
USA,1906,Helm,6.0,6.0,3.0,5.0
USA,1906,Shield,5.0,5.0,2.0,4.0
USA,1906,Lore,6.0,6.0,3.0,6.0
USA,1906,Stewards,7.0,7.0,3.0,6.0
USA,1906,Craft,6.0,6.0,3.0,5.0
USA,1906,Hands,5.0,4.8,4.0,3.8
USA,1906,Archive,5.8,5.0,2.8,5.0
USA,1906,Flow,7.0,7.0,3.0,6.0
USA,1907,Helm,5.4,5.6,4.0,5.0
USA,1907,Shield,5.0,5.0,2.8,4.0
USA,1907,Lore,6.0,6.0,3.0,6.0
USA,1907,Stewards,6.2,6.0,4.0,5.0
USA,1907,Craft,6.0,6.0,3.4,5.0
USA,1907,Hands,4.4,4.6,5.0,3.6
USA,1907,Archive,5.4,5.0,2.8,5.0
USA,1907,Flow,5.2,5.4,5.0,5.0
USA,1908,Helm,6.0,6.0,3.0,5.0
USA,1908,Shield,5.0,5.0,2.0,4.0
USA,1908,Lore,6.0,6.0,3.0,6.0
USA,1908,Stewards,7.0,7.0,3.0,5.4
USA,1908,Craft,6.0,6.0,3.0,5.0
USA,1908,Hands,5.0,4.8,4.0,3.8
USA,1908,Archive,5.8,5.0,2.8,5.0
USA,1908,Flow,6.6,6.8,3.4,5.6
USA,1909,Helm,6.0,6.0,3.0,5.0
USA,1909,Shield,5.0,5.0,2.0,4.0
USA,1909,Lore,6.0,6.0,3.0,6.0
USA,1909,Stewards,7.0,7.0,3.0,5.4
USA,1909,Craft,6.0,6.0,3.0,5.0
USA,1909,Hands,5.0,4.8,4.0,3.8
USA,1909,Archive,5.8,5.0,2.8,5.0
USA,1909,Flow,6.6,6.8,3.4,5.6
USA,1910,Helm,6.2,6.4,3.0,5.0
USA,1910,Shield,5.0,5.2,2.4,4.0
USA,1910,Lore,6.4,6.2,3.0,6.0
USA,1910,Stewards,7.0,7.0,3.0,5.8
USA,1910,Craft,6.4,7.0,3.0,5.0
USA,1910,Hands,5.0,5.0,4.0,4.0
USA,1910,Archive,5.8,5.0,2.8,5.0
USA,1910,Flow,7.0,7.0,3.0,6.0
USA,1911,Helm,6.2,6.4,3.0,5.0
USA,1911,Shield,5.0,5.2,2.4,4.0
USA,1911,Lore,6.4,6.2,3.0,6.0
USA,1911,Stewards,7.0,7.0,3.0,5.8
USA,1911,Craft,6.4,7.0,3.0,5.0
USA,1911,Hands,5.0,5.0,4.0,4.0
USA,1911,Archive,5.8,5.0,2.8,5.0
USA,1911,Flow,7.0,7.0,3.0,6.0
USA,1912,Helm,6.2,6.4,3.0,5.0
USA,1912,Shield,5.0,5.2,2.4,4.0
USA,1912,Lore,6.4,6.2,3.0,6.0
USA,1912,Stewards,7.0,7.0,3.0,5.8
USA,1912,Craft,6.4,7.0,3.0,5.0
USA,1912,Hands,5.0,5.0,4.0,4.0
USA,1912,Archive,5.8,5.0,2.8,5.0
USA,1912,Flow,7.0,7.0,3.0,6.0
USA,1913,Helm,6.2,6.4,3.0,5.0
USA,1913,Shield,5.0,5.2,2.4,4.0
USA,1913,Lore,6.4,6.2,3.0,6.0
USA,1913,Stewards,7.0,7.0,3.0,5.8
USA,1913,Craft,6.4,7.0,3.0,5.0
USA,1913,Hands,5.0,5.0,4.0,4.0
USA,1913,Archive,5.8,5.0,2.8,5.0
USA,1913,Flow,7.0,7.0,3.0,6.0
USA,1914,Helm,6.2,6.4,3.0,5.0
USA,1914,Shield,5.0,5.2,2.4,4.0
USA,1914,Lore,6.4,6.2,3.0,6.0
USA,1914,Stewards,7.0,7.0,3.0,5.8
USA,1914,Craft,6.4,7.0,3.0,5.0
USA,1914,Hands,5.0,5.0,4.0,4.0
USA,1914,Archive,5.8,5.0,2.8,5.0
USA,1914,Flow,7.0,7.0,3.0,6.0
USA,1915,Helm,6.2,6.4,3.0,5.0
USA,1915,Shield,5.0,5.2,2.4,4.0
USA,1915,Lore,6.4,6.2,3.0,6.0
USA,1915,Stewards,7.0,7.0,3.0,5.8
USA,1915,Craft,6.4,7.0,3.0,5.0
USA,1915,Hands,5.0,5.0,4.0,4.0
USA,1915,Archive,5.8,5.0,2.8,5.0
USA,1915,Flow,7.0,7.0,3.0,6.0
USA,1916,Helm,6.2,6.4,3.0,5.0
USA,1916,Shield,5.0,5.2,2.4,4.0
USA,1916,Lore,6.4,6.2,3.0,6.0
USA,1916,Stewards,7.0,7.0,3.0,5.8
USA,1916,Craft,6.4,7.0,3.0,5.0
USA,1916,Hands,5.0,5.0,4.0,4.0
USA,1916,Archive,5.8,5.0,2.8,5.0
USA,1916,Flow,7.0,7.0,3.0,6.0
USA,1917,Helm,7.0,7.0,4.0,6.0
USA,1917,Shield,6.0,7.0,4.0,5.0
USA,1917,Lore,7.0,6.6,4.0,6.4
USA,1917,Stewards,7.0,7.0,3.0,6.0
USA,1917,Craft,7.0,7.0,3.8,5.0
USA,1917,Hands,6.0,6.0,5.0,4.0
USA,1917,Archive,6.0,6.0,3.6,5.0
USA,1917,Flow,7.0,7.0,4.0,6.0
USA,1918,Helm,7.2,7.8,4.0,6.2
USA,1918,Shield,7.0,8.0,4.0,5.0
USA,1918,Lore,7.0,6.8,4.0,6.8
USA,1918,Stewards,7.0,7.0,3.0,6.0
USA,1918,Craft,7.8,8.0,4.0,5.2
USA,1918,Hands,6.6,6.6,5.0,4.8
USA,1918,Archive,6.4,6.0,3.0,5.0
USA,1918,Flow,7.0,7.0,3.8,6.0
USA,1919,Helm,6.0,6.0,4.0,5.0
USA,1919,Shield,6.0,6.2,4.0,5.0
USA,1919,Lore,6.2,6.0,4.0,6.0
USA,1919,Stewards,7.0,7.0,4.0,6.0
USA,1919,Craft,6.2,6.2,4.0,5.0
USA,1919,Hands,5.0,5.0,5.0,4.0
USA,1919,Archive,6.0,5.0,3.2,5.0
USA,1919,Flow,6.0,6.0,4.4,5.2
USA,1920,Helm,6.0,6.0,3.0,5.0
USA,1920,Shield,5.0,5.0,3.0,4.0
USA,1920,Lore,6.0,6.0,3.0,6.0
USA,1920,Stewards,7.0,7.0,3.0,6.0
USA,1920,Craft,6.0,6.2,3.0,5.0
USA,1920,Hands,5.0,5.0,4.0,4.0
USA,1920,Archive,5.8,5.0,3.0,5.0
USA,1920,Flow,7.0,7.0,3.0,6.0
USA,1921,Helm,6.0,6.0,3.0,5.0
USA,1921,Shield,5.0,5.0,3.0,4.0
USA,1921,Lore,6.0,6.0,3.0,6.0
USA,1921,Stewards,7.0,7.0,3.0,6.0
USA,1921,Craft,6.0,5.2,4.0,5.0
USA,1921,Hands,5.0,4.2,5.0,3.2
USA,1921,Archive,5.8,5.0,3.0,5.0
USA,1921,Flow,6.0,6.0,4.0,5.0
USA,1922,Helm,6.2,6.0,3.0,5.0
USA,1922,Shield,5.0,5.0,2.0,4.0
USA,1922,Lore,6.0,6.0,3.0,6.0
