Society,Year,Node,Coherence,Capacity,Stress,Abstraction
USA,1996,Helm,7.2,8.0,3.8,7.0
USA,1996,Shield,7.4,9.0,3.2,6.0
USA,1996,Lore,6.0,7.2,3.8,7.0
USA,1996,Stewards,7.0,8.0,3.4,7.0
USA,1996,Craft,7.0,8.0,3.0,6.0
USA,1996,Hands,6.0,7.0,5.0,5.0
USA,1996,Archive,7.0,7.4,3.0,7.0
USA,1996,Flow,7.0,8.2,3.0,7.0
USA,1997,Helm,7.4,8.4,3.0,7.0
USA,1997,Shield,7.8,9.0,3.0,6.0
USA,1997,Lore,6.2,7.8,3.2,7.0
USA,1997,Stewards,7.2,9.0,3.0,7.0
USA,1997,Craft,7.0,8.0,3.0,6.6
USA,1997,Hands,6.0,7.0,4.0,5.0
USA,1997,Archive,7.0,7.8,3.0,7.0
USA,1997,Flow,8.0,9.0,2.2,7.2
USA,1998,Helm,4.8,7.0,6.8,7.0
USA,1998,Shield,7.0,9.0,3.6,6.0
USA,1998,Lore,5.8,7.4,4.4,7.0
USA,1998,Stewards,7.0,9.0,3.2,7.0
USA,1998,Craft,7.0,8.0,3.0,6.4
USA,1998,Hands,6.0,7.0,4.0,5.0
USA,1998,Archive,5.2,7.2,5.8,7.0
USA,1998,Flow,7.0,9.0,3.2,7.0
USA,1999,Helm,6.2,7.0,5.0,7.0
USA,1999,Shield,7.0,9.0,5.0,6.0
USA,1999,Lore,6.2,7.6,4.0,7.0
USA,1999,Stewards,7.0,9.0,3.6,8.0
USA,1999,Craft,7.0,8.0,3.0,7.0
USA,1999,Hands,6.0,7.0,4.0,5.0
USA,1999,Archive,6.2,7.2,3.8,7.0
USA,1999,Flow,7.0,9.0,3.2,8.0
USA,2000,Helm,4.6,6.8,6.8,7.0
USA,2000,Shield,7.0,8.0,4.0,6.0
USA,2000,Lore,5.4,7.6,5.0,7.0
USA,2000,Stewards,6.0,8.0,5.6,7.6
USA,2000,Craft,6.4,8.0,4.4,7.0
USA,2000,Hands,6.0,7.0,4.8,5.0
USA,2000,Archive,5.2,7.0,5.8,7.0
USA,2000,Flow,5.2,8.0,5.6,8.0
USA,2001,Helm,7.4,7.0,8.2,8.0
USA,2001,Shield,8.2,8.0,7.4,7.0
USA,2001,Lore,6.2,7.0,6.6,8.0
USA,2001,Stewards,5.4,6.6,6.8,7.0
USA,2001,Craft,5.8,7.0,6.8,7.0
USA,2001,Hands,6.4,6.0,7.8,6.0
USA,2001,Archive,6.0,7.0,6.8,8.0
USA,2001,Flow,4.4,6.2,7.8,7.0
USA,2002,Helm,7.0,7.0,6.0,8.0
USA,2002,Shield,7.2,8.0,6.6,8.0
USA,2002,Lore,6.0,7.0,5.2,8.0
USA,2002,Stewards,5.0,7.0,6.4,7.0
USA,2002,Craft,6.0,7.0,5.0,7.0
USA,2002,Hands,5.2,6.0,6.4,6.0
USA,2002,Archive,6.0,7.0,5.6,8.0
USA,2002,Flow,5.0,7.0,6.0,7.0
USA,2003,Helm,6.2,7.0,6.8,8.0
USA,2003,Shield,7.0,8.0,7.4,7.0
USA,2003,Lore,5.0,7.0,6.4,8.0
USA,2003,Stewards,6.0,7.0,5.6,7.0
USA,2003,Craft,6.0,7.0,5.0,7.0
USA,2003,Hands,5.2,6.0,6.8,6.0
USA,2003,Archive,5.4,7.0,5.4,8.0
USA,2003,Flow,6.0,7.0,6.0,7.0
USA,2004,Helm,6.0,7.0,7.0,7.0
USA,2004,Shield,5.6,8.0,8.0,7.0
USA,2004,Lore,5.0,7.0,6.4,7.8
USA,2004,Stewards,6.0,7.0,5.0,7.0
USA,2004,Craft,6.0,7.0,5.0,7.0
USA,2004,Hands,5.4,7.0,6.2,6.0
USA,2004,Archive,5.0,7.0,6.0,7.8
USA,2004,Flow,6.0,7.0,5.0,7.0
USA,2005,Helm,4.4,5.6,8.6,7.0
USA,2005,Shield,6.0,8.0,7.0,7.0
USA,2005,Lore,5.0,7.0,5.8,7.0
USA,2005,Stewards,6.0,8.0,5.2,7.0
USA,2005,Craft,6.0,7.0,5.0,7.0
USA,2005,Hands,4.4,6.0,7.8,6.0
USA,2005,Archive,4.2,6.0,7.8,7.2
USA,2005,Flow,6.8,8.0,5.0,7.8
USA,2006,Helm,4.4,6.0,7.8,7.0
USA,2006,Shield,5.2,7.0,8.0,7.0
USA,2006,Lore,5.0,7.0,6.0,7.0
USA,2006,Stewards,6.0,8.0,5.0,7.0
USA,2006,Craft,6.0,7.0,5.0,7.0
USA,2006,Hands,5.0,6.0,7.0,6.0
USA,2006,Archive,4.6,6.0,6.8,7.0
USA,2006,Flow,6.0,8.0,5.2,8.0
USA,2007,Helm,5.0,6.2,7.0,7.0
USA,2007,Shield,6.0,7.0,7.0,7.0
USA,2007,Lore,5.0,7.0,5.0,7.8
