Society,Year,B_t_canonical,B_i_mean
Afghanistan,1900,0.16980384159348255,0.16980384159348255
Afghanistan,1901,0.16980384159348255,0.16980384159348255
Afghanistan,1902,0.16980384159348255,0.16980384159348255
Afghanistan,1903,0.16980384159348255,0.16980384159348255
Afghanistan,1904,0.16980384159348255,0.16980384159348255
Afghanistan,1905,0.16980384159348255,0.16980384159348255
Afghanistan,1906,0.16980384159348255,0.16980384159348255
Afghanistan,1907,0.16980384159348255,0.16980384159348255
Afghanistan,1908,0.16980384159348255,0.16980384159348255
Afghanistan,1909,0.16980384159348255,0.16980384159348255
Afghanistan,1910,0.16980384159348255,0.16980384159348255
Afghanistan,1911,0.16980384159348255,0.16980384159348255
Afghanistan,1912,0.16980384159348255,0.16980384159348255
Afghanistan,1913,0.16980384159348255,0.16980384159348255
Afghanistan,1914,0.16980384159348255,0.16980384159348255
Afghanistan,1915,0.16980384159348255,0.16980384159348255
Afghanistan,1916,0.16980384159348255,0.16980384159348255
Afghanistan,1917,0.16980384159348255,0.16980384159348255
Afghanistan,1918,0.16980384159348255,0.16980384159348255
Afghanistan,1919,0.14077484421282663,0.14077484421282663
Afghanistan,1920,0.14077484421282663,0.14077484421282663
Afghanistan,1921,0.17432057111065588,0.17432057111065588
Afghanistan,1922,0.22989604692847992,0.22989604692847992
Afghanistan,1923,0.22989604692847992,0.22989604692847992
Afghanistan,1924,0.22989604692847992,0.22989604692847992
Afghanistan,1925,0.22989604692847992,0.22989604692847992
Afghanistan,1926,0.23522321317884437,0.23522321317884437
Afghanistan,1927,0.23522321317884437,0.23522321317884437
Afghanistan,1928,0.17830053237979487,0.17830053237979487
Afghanistan,1929,0.13125110198003823,0.13125110198003823
Afghanistan,1930,0.17830053237979487,0.17830053237979487
Afghanistan,1931,0.17830053237979487,0.17830053237979487
Afghanistan,1932,0.17830053237979487,0.17830053237979487
Afghanistan,1933,0.17830053237979487,0.17830053237979487
Afghanistan,1934,0.17830053237979487,0.17830053237979487
Afghanistan,1935,0.17830053237979487,0.17830053237979487
Afghanistan,1936,0.17830053237979487,0.17830053237979487
Afghanistan,1937,0.17830053237979487,0.17830053237979487
Afghanistan,1938,0.17830053237979487,0.17830053237979487
Afghanistan,1939,0.17830053237979487,0.17830053237979487
Afghanistan,1940,0.17830053237979487,0.17830053237979487
Afghanistan,1941,0.17830053237979487,0.17830053237979487
Afghanistan,1942,0.17830053237979487,0.17830053237979487
Afghanistan,1943,0.17830053237979487,0.17830053237979487
Afghanistan,1944,0.17830053237979487,0.17830053237979487
Afghanistan,1945,0.2047315064717759,0.2047315064717759
Afghanistan,1946,0.2047315064717759,0.2047315064717759
Afghanistan,1947,0.2047315064717759,0.2047315064717759
Afghanistan,1948,0.2047315064717759,0.2047315064717759
Afghanistan,1949,0.2047315064717759,0.2047315064717759
Afghanistan,1950,0.2047315064717759,0.2047315064717759
Afghanistan,1951,0.2047315064717759,0.2047315064717759
Afghanistan,1952,0.2047315064717759,0.2047315064717759
Afghanistan,1953,0.2047315064717759,0.2047315064717759
Afghanistan,1954,0.2047315064717759,0.2047315064717759
Afghanistan,1955,0.2047315064717759,0.2047315064717759
Afghanistan,1956,0.2047315064717759,0.2047315064717759
Afghanistan,1957,0.2047315064717759,0.2047315064717759
Afghanistan,1958,0.2047315064717759,0.2047315064717759
Afghanistan,1959,0.2047315064717759,0.2047315064717759
Afghanistan,1960,0.2047315064717759,0.2047315064717759
Afghanistan,1961,0.2047315064717759,0.2047315064717759
Afghanistan,1962,0.2047315064717759,0.2047315064717759
Afghanistan,1963,0.2047315064717759,0.2047315064717759
Afghanistan,1964,0.23517474470019378,0.23517474470019378
Afghanistan,1965,0.23517474470019378,0.23517474470019378
Afghanistan,1966,0.23517474470019378,0.23517474470019378
Afghanistan,1967,0.23517474470019378,0.23517474470019378
Afghanistan,1968,0.23517474470019378,0.23517474470019378
Afghanistan,1969,0.26652174712964455,0.26652174712964455
Afghanistan,1970,0.26652174712964455,0.26652174712964455
Afghanistan,1971,0.26652174712964455,0.26652174712964455
Afghanistan,1972,0.26652174712964455,0.26652174712964455
Afghanistan,1973,0.26652174712964455,0.26652174712964455
Afghanistan,1974,0.19887689196718789,0.19887689196718789
Afghanistan,1975,0.19887689196718789,0.19887689196718789
Afghanistan,1976,0.19887689196718789,0.19887689196718789
Afghanistan,1977,0.1492745285458961,0.1492745285458961
