Society,Year,G_Grooming_Integrity,D_Managerial_Decoupling,T_H_Herd_Tension,Stress_SD,Rs_Susceptibility
Afghanistan,1900,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1901,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1902,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1903,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1904,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1905,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1906,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1907,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1908,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1909,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1910,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1911,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1912,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1913,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1914,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1915,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1916,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1917,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1918,3.25,3.416666666666667,8.018331649975291,0.7071067811865476,13.177806656815934
Afghanistan,1919,2.25,2.8333333333333335,9.412824110840559,0.7071067811865476,14.178811002405398
Afghanistan,1920,2.25,2.8333333333333335,9.412824110840559,0.7071067811865476,14.178811002405398
Afghanistan,1921,2.75,2.3333333333333335,8.018331649975291,0.7071067811865476,9.473134438789375
Afghanistan,1922,3.25,3.583333333333333,6.623839189110023,0.7071067811865476,11.417039277432256
Afghanistan,1923,3.25,3.583333333333333,6.623839189110023,0.7071067811865476,11.417039277432256
Afghanistan,1924,3.25,3.583333333333333,6.623839189110023,0.7071067811865476,11.417039277432256
Afghanistan,1925,3.25,3.583333333333333,6.623839189110023,0.7071067811865476,11.417039277432256
Afghanistan,1926,3.25,3.416666666666667,6.623839189110023,0.7071067811865476,10.886014194760987
Afghanistan,1927,3.25,3.416666666666667,6.623839189110023,0.7071067811865476,10.886014194760987
Afghanistan,1928,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1929,3.0,3.416666666666667,9.412824110840559,0.7071067811865476,15.876693832525374
Afghanistan,1930,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1931,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1932,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1933,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1934,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1935,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1936,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1937,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1938,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1939,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1940,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1941,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1942,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1943,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1944,3.0,3.416666666666667,8.018331649975291,0.7071067811865476,13.524591042521614
Afghanistan,1945,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1946,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1947,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1948,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1949,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1950,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1951,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1952,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1953,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1954,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1955,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1956,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1957,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1958,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1959,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1960,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1961,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1962,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1963,2.75,3.4166666666666665,8.018331649975291,0.7071067811865476,13.871375428227298
Afghanistan,1964,2.75,3.416666666666667,6.623839189110023,0.7071067811865476,11.458962310274725
Afghanistan,1965,2.75,3.416666666666667,6.623839189110023,0.7071067811865476,11.458962310274725
Afghanistan,1966,2.75,3.416666666666667,6.623839189110023,0.7071067811865476,11.458962310274725
Afghanistan,1967,2.75,3.416666666666667,6.623839189110023,0.7071067811865476,11.458962310274725
Afghanistan,1968,2.75,3.416666666666667,6.623839189110023,0.7071067811865476,11.458962310274725
Afghanistan,1969,2.25,3.416666666666667,6.623839189110023,0.7071067811865476,12.031910425788459
Afghanistan,1970,2.25,3.416666666666667,6.623839189110023,0.7071067811865476,12.031910425788459
Afghanistan,1971,2.25,3.416666666666667,6.623839189110023,0.7071067811865476,12.031910425788459
Afghanistan,1972,2.25,3.416666666666667,6.623839189110023,0.7071067811865476,12.031910425788459
Afghanistan,1973,2.25,3.416666666666667,6.623839189110023,0.7071067811865476,12.031910425788459
Afghanistan,1974,1.0,3.4166666666666665,8.018331649975291,0.7071067811865476,16.298866128167074
Afghanistan,1975,1.0,3.4166666666666665,8.018331649975291,0.7071067811865476,16.298866128167074
Afghanistan,1976,1.0,3.4166666666666665,8.018331649975291,0.7071067811865476,16.298866128167074
Afghanistan,1977,1.5,3.4166666666666665,9.412824110840559,0.7071067811865476,18.31926211445235
Afghanistan,1978,2.0,3.4166666666666665,10.807316571705828,0.7071067811865476,20.098416788942377
Afghanistan,1979,2.0,3.4166666666666665,10.807316571705828,0.7071067811865476,20.098416788942377
Afghanistan,1980,2.0,3.4166666666666665,10.807316571705828,0.7071067811865476,20.098416788942377
Afghanistan,1981,2.0,3.4166666666666665,10.807316571705828,0.7071067811865476,20.098416788942377
Afghanistan,1982,2.5,4.083333333333333,12.201809032571095,0.7071067811865476,25.858053108054143
Afghanistan,1983,2.5,4.083333333333333,12.201809032571095,0.7071067811865476,25.858053108054143
Afghanistan,1984,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1985,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1986,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1987,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1988,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1989,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1990,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1991,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1992,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1993,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1994,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1995,3.0,3.9166666666666665,7.413963495353726,1.0690449676496976,14.335226885003562
Afghanistan,1996,1.5,2.916666666666667,10.508891310468972,0.8345229603962802,17.459392208848765
Afghanistan,1997,1.5,2.916666666666667,10.508891310468972,0.8345229603962802,17.459392208848765
Afghanistan,1998,1.5,2.916666666666667,10.508891310468972,0.8345229603962802,17.459392208848765
Afghanistan,1999,1.5,2.916666666666667,10.508891310468972,0.8345229603962802,17.459392208848765
Afghanistan,2000,1.5,2.916666666666667,10.508891310468972,0.8345229603962802,17.459392208848765
Afghanistan,2001,1.0,0.916666666666667,18.24474486235839,0.5175491695067657,9.94992942388111
Afghanistan,2002,2.5,1.916666666666667,12.201809032571095,0.7071067811865476,12.137453499698886
Afghanistan,2003,2.5,1.916666666666667,12.201809032571095,0.7071067811865476,12.137453499698886
Afghanistan,2004,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2005,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2006,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2007,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2008,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2009,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2010,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2011,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2012,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2013,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2014,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2015,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2016,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2017,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2018,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2019,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2020,2.5,1.9166666666666667,10.807316571705828,0.7071067811865476,10.750315956876156
Afghanistan,2021,2.5,1.916666666666667,12.201809032571095,0.7071067811865476,12.137453499698886
Afghanistan,2022,2.5,1.916666666666667,12.201809032571095,0.7071067811865476,12.137453499698886
Afghanistan,2023,2.5,1.916666666666667,12.201809032571095,0.7071067811865476,12.137453499698886
Afghanistan,2024,2.5,1.916666666666667,12.201809032571095,0.7071067811865476,12.137453499698886
Afghanistan,2025,2.5,1.916666666666667,12.201809032571095,0.7071067811865476,12.137453499698886
Argentina,1950,0.6500000000000004,1.3833333333333329,35.07136263751109,0.10690449676496985,29.723349786373312
Argentina,1951,0.24999999999999822,1.25,25.975291625404573,0.14880476182856914,20.550072488452987
Argentina,1952,-0.75,0.833333333333333,10.188623754304038,0.5175491695067657,5.803646442325082
Argentina,1953,0.25,0.8000000000000007,11.83418720229841,0.43996753126955696,5.9919935201511
Argentina,1954,0.5500000000000007,0.7999999999999998,14.561974125455308,0.3453776401067595,7.196195820984494
Argentina,1955,-1.0999999999999996,-2.283333333333333,11.362654123145374,0.6324555320336757,-18.194150266634757
Argentina,1956,-0.5,-1.6333333333333337,11.018828750384458,0.5345224838248488,-12.07421867710905
Argentina,1957,0.0,-0.9000000000000012,13.92835230292387,0.36154430670982185,-8.092548996255777
Argentina,1958,0.0,0.0,500.0,0.0,0.0
Argentina,1959,2.0999999999999988,1.4333333333333327,10.743111480424313,0.4949747468305833,8.303473253097575
Argentina,1960,0.0,0.0,500.0,0.0,0.0
Argentina,1961,0.0,0.0,500.0,0.0,0.0
Argentina,1962,-1.6499999999999995,-2.5500000000000003,7.9219263255965275,0.879935062539114,-14.728766312704025
Argentina,1963,0.0,-1.1500000000000012,11.101476911439095,0.4629100498862757,-8.241792669062072
Argentina,1964,0.0,0.0,500.0,0.0,0.0
Argentina,1965,0.0,0.0,500.0,0.0,0.0
Argentina,1966,0.40000000000000036,-1.6833333333333336,7.1808227494087715,0.7559289460184544,-7.558649161582307
Argentina,1967,0.0,-0.7000000000000002,14.096966587594299,0.3535533905932738,-6.370401356672362
Argentina,1968,1.3499999999999988,-0.16666666666666785,7.864474184347453,0.6798108980759702,-0.7565823265954568
Argentina,1969,0.8500000000000005,-0.9666666666666659,13.216043942189398,0.4629100498862757,-7.69764854759419
Argentina,1970,0.3999999999999999,-0.6666666666666661,17.199912955434883,0.3693623849670827,-7.170259071717152
Argentina,1971,0.19999999999999973,-0.7666666666666675,19.632983384434354,0.33380918415851213,-9.564659331505457
Argentina,1972,1.45,-0.09999999999999942,11.82073121249375,0.6117889458675386,-0.6763253807654612
Argentina,1973,0.0,-0.5,7.128422119866697,0.7440238091428449,-2.3009463804633006
Argentina,1974,-0.6999999999999993,-1.2999999999999998,13.309657433953797,0.46521884251239376,-11.783258745958587
Argentina,1975,-0.19999999999999973,-1.9333333333333331,14.612714702432692,0.5391792704790176,-18.524236308856022
Argentina,1976,0.3500000000000001,-1.0,10.112412774694615,0.7440238091428449,-6.349059159808265
Argentina,1977,-0.6499999999999998,-0.08333333333333348,6.937146227639475,1.0350983390135313,-0.3922268331239203
Argentina,1978,1.5499999999999998,0.1333333333333333,6.9602466507525085,0.9346504312155579,0.526276877559008
Argentina,1979,0.9499999999999993,1.0,6.335930812007168,0.9606545387688243,3.7855181560346627
Argentina,1980,-1.2500000000000004,0.8833333333333337,5.980298472102995,1.0350983390135313,3.7446257099581644
Argentina,1981,-0.5499999999999998,0.9333333333333331,10.94688740911703,0.6408699444616557,6.8803727783209805
Argentina,1982,0.3999999999999999,-0.85,12.483292659519421,0.6408699444616557,-6.63510707307874
Argentina,1983,1.5499999999999998,1.4333333333333327,10.12686120698542,0.5750776345105812,8.231386257019706
Argentina,1984,2.5,3.0,9.182357291987048,0.5345224838248488,14.296581606511479
Argentina,1985,1.4000000000000004,3.2333333333333334,7.578811583063295,0.6761234037828133,14.082519177001746
Argentina,1986,1.8999999999999995,2.5999999999999988,12.8836148951104,0.3703280399090206,18.402368414737428
Argentina,1987,1.5499999999999998,1.3999999999999995,8.01665590491044,0.7010196655077313,6.364615928556741
Argentina,1988,1.7999999999999998,1.6833333333333331,12.558071139025907,0.5175491695067657,11.72033652000481
Argentina,1989,0.75,0.6833333333333333,7.021487270113363,1.164964745021435,2.91525041088251
Argentina,1990,1.25,0.6666666666666665,12.084181662081534,0.5175491695067657,4.690905961651902
Argentina,1991,0.75,0.33333333333333304,500.0,0.0,101.26582278481004
Argentina,1992,0.75,0.583333333333333,500.0,0.0,177.21518987341764
Argentina,1993,0.0,-1.2166666666666668,8.264121562788343,0.5345224838248488,-6.490996746468566
Argentina,1994,0.0,-1.416666666666666,8.264121562788343,0.5345224838248488,-7.558009910271615
Argentina,1995,0.0,-0.9166666666666661,8.766955323470917,0.5175491695067657,-5.188040017370444
Argentina,1996,0.0,-0.4166666666666661,8.264121562788343,0.5345224838248488,-2.222944091256355
